source_file	source_group	line_number	terms	reference_state	line_text
colab_notebooks_inventory_analysis/git_notebook_sources/ProteinMPNNTesting_V4.ipynb.py.txt	historical_notebook_source_export	50	checkpoint_path	active_or_text	checkpoint = torch.load(checkpoint_path, map_location=device)
colab_notebooks_inventory_analysis/git_notebook_sources/ProteinMPNNTesting_V4.ipynb.py.txt	historical_notebook_source_export	980	ProteinMPNN(	active_or_text	class ProteinMPNN(nn.Module):
colab_notebooks_inventory_analysis/git_notebook_sources/ProteinMPNNTesting_V4.ipynb.py.txt	historical_notebook_source_export	1371	ProteinMPNN(	active_or_text	mpnn_model = ProteinMPNN(num_letters=21, node_features=hidden_dim, edge_features=hidden_dim, hidden_dim=hidden_dim, num_encoder_layers=num_layers, num_decoder_layers=num_layers, augment_eps=backbone_noise, k_neighbors=checkpoint['num_edges'])
colab_notebooks_inventory_analysis/git_notebook_sources/ProteinMPNNTesting_V5.ipynb.py.txt	historical_notebook_source_export	44	weights_path,vanilla_model_weights	active_or_text	"weights_path = os.path.join(protein_mpnn_path,""vanilla_model_weights"")"
colab_notebooks_inventory_analysis/git_notebook_sources/ProteinMPNNTesting_V5.ipynb.py.txt	historical_notebook_source_export	45	v_48_020,model_name	active_or_text	"model_name = ""v_48_020"""
colab_notebooks_inventory_analysis/git_notebook_sources/ProteinMPNNTesting_V5.ipynb.py.txt	historical_notebook_source_export	46	model_name,checkpoint_path,weights_path	active_or_text	"checkpoint_path = os.path.join(weights_path,model_name+"".pt"")"
colab_notebooks_inventory_analysis/git_notebook_sources/ProteinMPNNTesting_V5.ipynb.py.txt	historical_notebook_source_export	50	checkpoint_path	active_or_text	checkpoint = torch.load(checkpoint_path, map_location=device)
colab_notebooks_inventory_analysis/git_notebook_sources/ProteinMPNNTesting_V5.ipynb.py.txt	historical_notebook_source_export	980	ProteinMPNN(	active_or_text	class ProteinMPNN(nn.Module):
colab_notebooks_inventory_analysis/git_notebook_sources/ProteinMPNNTesting_V5.ipynb.py.txt	historical_notebook_source_export	1371	ProteinMPNN(	active_or_text	mpnn_model = ProteinMPNN(num_letters=21, node_features=hidden_dim, edge_features=hidden_dim, hidden_dim=hidden_dim, num_encoder_layers=num_layers, num_decoder_layers=num_layers, augment_eps=backbone_noise, k_neighbors=checkpoint['num_edges'])
colab_notebooks_inventory_analysis/git_notebook_sources/ProteinMPNNTesting_V6.ipynb.py.txt	historical_notebook_source_export	44	weights_path,vanilla_model_weights	active_or_text	"weights_path = os.path.join(protein_mpnn_path,""vanilla_model_weights"")"
colab_notebooks_inventory_analysis/git_notebook_sources/ProteinMPNNTesting_V6.ipynb.py.txt	historical_notebook_source_export	45	v_48_020,model_name	active_or_text	"model_name = ""v_48_020"""
colab_notebooks_inventory_analysis/git_notebook_sources/ProteinMPNNTesting_V6.ipynb.py.txt	historical_notebook_source_export	46	model_name,checkpoint_path,weights_path	active_or_text	"checkpoint_path = os.path.join(weights_path,model_name+"".pt"")"
colab_notebooks_inventory_analysis/git_notebook_sources/ProteinMPNNTesting_V6.ipynb.py.txt	historical_notebook_source_export	50	checkpoint_path	active_or_text	checkpoint = torch.load(checkpoint_path, map_location=device)
colab_notebooks_inventory_analysis/git_notebook_sources/ProteinMPNNTesting_V6.ipynb.py.txt	historical_notebook_source_export	980	ProteinMPNN(	active_or_text	class ProteinMPNN(nn.Module):
colab_notebooks_inventory_analysis/git_notebook_sources/ProteinMPNNTesting_V6.ipynb.py.txt	historical_notebook_source_export	1371	ProteinMPNN(	active_or_text	mpnn_model = ProteinMPNN(num_letters=21, node_features=hidden_dim, edge_features=hidden_dim, hidden_dim=hidden_dim, num_encoder_layers=num_layers, num_decoder_layers=num_layers, augment_eps=backbone_noise, k_neighbors=checkpoint['num_edges'])
colab_notebooks_inventory_analysis/git_notebook_sources/ProteinMPNNTesting_V6_V2.ipynb.py.txt	historical_notebook_source_export	44	weights_path,vanilla_model_weights	active_or_text	"weights_path = os.path.join(protein_mpnn_path,""vanilla_model_weights"")"
colab_notebooks_inventory_analysis/git_notebook_sources/ProteinMPNNTesting_V6_V2.ipynb.py.txt	historical_notebook_source_export	45	v_48_020,model_name	active_or_text	"model_name = ""v_48_020"""
colab_notebooks_inventory_analysis/git_notebook_sources/ProteinMPNNTesting_V6_V2.ipynb.py.txt	historical_notebook_source_export	46	model_name,checkpoint_path,weights_path	active_or_text	"checkpoint_path = os.path.join(weights_path,model_name+"".pt"")"
colab_notebooks_inventory_analysis/git_notebook_sources/ProteinMPNNTesting_V6_V2.ipynb.py.txt	historical_notebook_source_export	50	checkpoint_path	active_or_text	checkpoint = torch.load(checkpoint_path, map_location=device)
colab_notebooks_inventory_analysis/git_notebook_sources/ProteinMPNNTesting_V6_V2.ipynb.py.txt	historical_notebook_source_export	980	ProteinMPNN(	active_or_text	class ProteinMPNN(nn.Module):
colab_notebooks_inventory_analysis/git_notebook_sources/ProteinMPNNTesting_V6_V2.ipynb.py.txt	historical_notebook_source_export	1372	ProteinMPNN(	active_or_text	mpnn_model = ProteinMPNN(num_letters=21, node_features=hidden_dim, edge_features=hidden_dim, hidden_dim=hidden_dim, num_encoder_layers=num_layers, num_decoder_layers=num_layers, augment_eps=backbone_noise, k_neighbors=checkpoint['num_edges'])
colab_notebooks_inventory_analysis/git_notebook_sources/S669_ProteinMPNNTesting_V3.ipynb.py.txt	historical_notebook_source_export	33	protein_mpnn_utils	active_or_text	from protein_mpnn_utils import loss_nll, loss_smoothed, gather_edges, gather_nodes, gather_nodes_t, cat_neighbors_nodes, _scores, _S_to_seq, tied_featurize
colab_notebooks_inventory_analysis/git_notebook_sources/S669_ProteinMPNNTesting_V3.ipynb.py.txt	historical_notebook_source_export	34	protein_mpnn_utils	active_or_text	from protein_mpnn_utils import StructureDataset, StructureDatasetPDB, ProteinMPNN
colab_notebooks_inventory_analysis/git_notebook_sources/S669_ProteinMPNNTesting_V3.ipynb.py.txt	historical_notebook_source_export	46	weights_path,vanilla_model_weights	active_or_text	"weights_path = os.path.join(protein_mpnn_path,""vanilla_model_weights"")"
colab_notebooks_inventory_analysis/git_notebook_sources/S669_ProteinMPNNTesting_V3.ipynb.py.txt	historical_notebook_source_export	47	v_48_020,model_name	active_or_text	"model_name = ""v_48_020"""
colab_notebooks_inventory_analysis/git_notebook_sources/S669_ProteinMPNNTesting_V3.ipynb.py.txt	historical_notebook_source_export	48	model_name,checkpoint_path,weights_path	active_or_text	"checkpoint_path = os.path.join(weights_path,model_name+"".pt"")"
colab_notebooks_inventory_analysis/git_notebook_sources/S669_ProteinMPNNTesting_V3.ipynb.py.txt	historical_notebook_source_export	52	checkpoint_path	active_or_text	checkpoint = torch.load(checkpoint_path, map_location=device)
colab_notebooks_inventory_analysis/git_notebook_sources/S669_ProteinMPNNTesting_V3.ipynb.py.txt	historical_notebook_source_export	59	ProteinMPNN(	active_or_text	mpnn_model = ProteinMPNN(num_letters=21, node_features=hidden_dim, edge_features=hidden_dim, hidden_dim=hidden_dim, num_encoder_layers=num_layers, num_decoder_layers=num_layers, augment_eps=backbone_noise, k_neighbors=checkpoint['num_edges'])
colab_notebooks_inventory_analysis/git_notebook_sources/S669_ProteinMPNNTesting_V6.ipynb.py.txt	historical_notebook_source_export	33	protein_mpnn_utils	active_or_text	from protein_mpnn_utils import loss_nll, loss_smoothed, gather_edges, gather_nodes, gather_nodes_t, cat_neighbors_nodes, _scores, _S_to_seq, tied_featurize
colab_notebooks_inventory_analysis/git_notebook_sources/S669_ProteinMPNNTesting_V6.ipynb.py.txt	historical_notebook_source_export	34	protein_mpnn_utils	active_or_text	from protein_mpnn_utils import StructureDataset, StructureDatasetPDB, ProteinMPNN
colab_notebooks_inventory_analysis/git_notebook_sources/S669_ProteinMPNNTesting_V6.ipynb.py.txt	historical_notebook_source_export	46	weights_path,vanilla_model_weights	active_or_text	"weights_path = os.path.join(protein_mpnn_path,""vanilla_model_weights"")"
colab_notebooks_inventory_analysis/git_notebook_sources/S669_ProteinMPNNTesting_V6.ipynb.py.txt	historical_notebook_source_export	47	v_48_020,model_name	active_or_text	"model_name = ""v_48_020"""
colab_notebooks_inventory_analysis/git_notebook_sources/S669_ProteinMPNNTesting_V6.ipynb.py.txt	historical_notebook_source_export	48	model_name,checkpoint_path,weights_path	active_or_text	"checkpoint_path = os.path.join(weights_path,model_name+"".pt"")"
colab_notebooks_inventory_analysis/git_notebook_sources/S669_ProteinMPNNTesting_V6.ipynb.py.txt	historical_notebook_source_export	52	checkpoint_path	active_or_text	checkpoint = torch.load(checkpoint_path, map_location=device)
colab_notebooks_inventory_analysis/git_notebook_sources/S669_ProteinMPNNTesting_V6.ipynb.py.txt	historical_notebook_source_export	979	ProteinMPNN(	active_or_text	class ProteinMPNN(nn.Module):
colab_notebooks_inventory_analysis/git_notebook_sources/S669_ProteinMPNNTesting_V6.ipynb.py.txt	historical_notebook_source_export	1370	ProteinMPNN(	active_or_text	mpnn_model = ProteinMPNN(num_letters=21, node_features=hidden_dim, edge_features=hidden_dim, hidden_dim=hidden_dim, num_encoder_layers=num_layers, num_decoder_layers=num_layers, augment_eps=backbone_noise, k_neighbors=checkpoint['num_edges'])
colab_notebooks_inventory_analysis/git_notebook_sources/S669_ProteinMPNNTesting_V6_V2.ipynb.py.txt	historical_notebook_source_export	44	weights_path,vanilla_model_weights	active_or_text	"weights_path = os.path.join(protein_mpnn_path,""vanilla_model_weights"")"
colab_notebooks_inventory_analysis/git_notebook_sources/S669_ProteinMPNNTesting_V6_V2.ipynb.py.txt	historical_notebook_source_export	45	v_48_020,model_name	active_or_text	"model_name = ""v_48_020"""
colab_notebooks_inventory_analysis/git_notebook_sources/S669_ProteinMPNNTesting_V6_V2.ipynb.py.txt	historical_notebook_source_export	46	model_name,checkpoint_path,weights_path	active_or_text	"checkpoint_path = os.path.join(weights_path,model_name+"".pt"")"
colab_notebooks_inventory_analysis/git_notebook_sources/S669_ProteinMPNNTesting_V6_V2.ipynb.py.txt	historical_notebook_source_export	50	checkpoint_path	active_or_text	checkpoint = torch.load(checkpoint_path, map_location=device)
colab_notebooks_inventory_analysis/git_notebook_sources/S669_ProteinMPNNTesting_V6_V2.ipynb.py.txt	historical_notebook_source_export	980	ProteinMPNN(	active_or_text	class ProteinMPNN(nn.Module):
colab_notebooks_inventory_analysis/git_notebook_sources/S669_ProteinMPNNTesting_V6_V2.ipynb.py.txt	historical_notebook_source_export	1372	ProteinMPNN(	active_or_text	mpnn_model = ProteinMPNN(num_letters=21, node_features=hidden_dim, edge_features=hidden_dim, hidden_dim=hidden_dim, num_encoder_layers=num_layers, num_decoder_layers=num_layers, augment_eps=backbone_noise, k_neighbors=checkpoint['num_edges'])
colab_notebooks_inventory_analysis/git_notebook_sources/S921_ProteinMPNNTesting_V6_V2.ipynb.py.txt	historical_notebook_source_export	44	weights_path,vanilla_model_weights	active_or_text	"weights_path = os.path.join(protein_mpnn_path,""vanilla_model_weights"")"
colab_notebooks_inventory_analysis/git_notebook_sources/S921_ProteinMPNNTesting_V6_V2.ipynb.py.txt	historical_notebook_source_export	45	v_48_020,model_name	active_or_text	"model_name = ""v_48_020"""
colab_notebooks_inventory_analysis/git_notebook_sources/S921_ProteinMPNNTesting_V6_V2.ipynb.py.txt	historical_notebook_source_export	46	model_name,checkpoint_path,weights_path	active_or_text	"checkpoint_path = os.path.join(weights_path,model_name+"".pt"")"
colab_notebooks_inventory_analysis/git_notebook_sources/S921_ProteinMPNNTesting_V6_V2.ipynb.py.txt	historical_notebook_source_export	50	checkpoint_path	active_or_text	checkpoint = torch.load(checkpoint_path, map_location=device)
colab_notebooks_inventory_analysis/git_notebook_sources/S921_ProteinMPNNTesting_V6_V2.ipynb.py.txt	historical_notebook_source_export	980	ProteinMPNN(	active_or_text	class ProteinMPNN(nn.Module):
colab_notebooks_inventory_analysis/git_notebook_sources/S921_ProteinMPNNTesting_V6_V2.ipynb.py.txt	historical_notebook_source_export	1372	ProteinMPNN(	active_or_text	mpnn_model = ProteinMPNN(num_letters=21, node_features=hidden_dim, edge_features=hidden_dim, hidden_dim=hidden_dim, num_encoder_layers=num_layers, num_decoder_layers=num_layers, augment_eps=backbone_noise, k_neighbors=checkpoint['num_edges'])
colab_notebooks_inventory_analysis/git_notebook_sources/Ssym_ProteinMPNNTesting_V3.ipynb.py.txt	historical_notebook_source_export	33	protein_mpnn_utils	active_or_text	from protein_mpnn_utils import loss_nll, loss_smoothed, gather_edges, gather_nodes, gather_nodes_t, cat_neighbors_nodes, _scores, _S_to_seq, tied_featurize
colab_notebooks_inventory_analysis/git_notebook_sources/Ssym_ProteinMPNNTesting_V3.ipynb.py.txt	historical_notebook_source_export	34	protein_mpnn_utils	active_or_text	from protein_mpnn_utils import StructureDataset, StructureDatasetPDB, ProteinMPNN
colab_notebooks_inventory_analysis/git_notebook_sources/Ssym_ProteinMPNNTesting_V3.ipynb.py.txt	historical_notebook_source_export	46	weights_path,vanilla_model_weights	active_or_text	"weights_path = os.path.join(protein_mpnn_path,""vanilla_model_weights"")"
colab_notebooks_inventory_analysis/git_notebook_sources/Ssym_ProteinMPNNTesting_V3.ipynb.py.txt	historical_notebook_source_export	47	v_48_020,model_name	active_or_text	"model_name = ""v_48_020"""
colab_notebooks_inventory_analysis/git_notebook_sources/Ssym_ProteinMPNNTesting_V3.ipynb.py.txt	historical_notebook_source_export	48	model_name,checkpoint_path,weights_path	active_or_text	"checkpoint_path = os.path.join(weights_path,model_name+"".pt"")"
colab_notebooks_inventory_analysis/git_notebook_sources/Ssym_ProteinMPNNTesting_V3.ipynb.py.txt	historical_notebook_source_export	52	checkpoint_path	active_or_text	checkpoint = torch.load(checkpoint_path, map_location=device)
colab_notebooks_inventory_analysis/git_notebook_sources/Ssym_ProteinMPNNTesting_V3.ipynb.py.txt	historical_notebook_source_export	59	ProteinMPNN(	active_or_text	mpnn_model = ProteinMPNN(num_letters=21, node_features=hidden_dim, edge_features=hidden_dim, hidden_dim=hidden_dim, num_encoder_layers=num_layers, num_decoder_layers=num_layers, augment_eps=backbone_noise, k_neighbors=checkpoint['num_edges'])
colab_notebooks_inventory_analysis/git_notebook_sources/Ssym_ProteinMPNNTesting_V6.ipynb.py.txt	historical_notebook_source_export	33	protein_mpnn_utils	active_or_text	from protein_mpnn_utils import loss_nll, loss_smoothed, gather_edges, gather_nodes, gather_nodes_t, cat_neighbors_nodes, _scores, _S_to_seq, tied_featurize
colab_notebooks_inventory_analysis/git_notebook_sources/Ssym_ProteinMPNNTesting_V6.ipynb.py.txt	historical_notebook_source_export	34	protein_mpnn_utils	active_or_text	from protein_mpnn_utils import StructureDataset, StructureDatasetPDB, ProteinMPNN
colab_notebooks_inventory_analysis/git_notebook_sources/Ssym_ProteinMPNNTesting_V6.ipynb.py.txt	historical_notebook_source_export	46	weights_path,vanilla_model_weights	active_or_text	"weights_path = os.path.join(protein_mpnn_path,""vanilla_model_weights"")"
colab_notebooks_inventory_analysis/git_notebook_sources/Ssym_ProteinMPNNTesting_V6.ipynb.py.txt	historical_notebook_source_export	47	v_48_020,model_name	active_or_text	"model_name = ""v_48_020"""
colab_notebooks_inventory_analysis/git_notebook_sources/Ssym_ProteinMPNNTesting_V6.ipynb.py.txt	historical_notebook_source_export	48	model_name,checkpoint_path,weights_path	active_or_text	"checkpoint_path = os.path.join(weights_path,model_name+"".pt"")"
colab_notebooks_inventory_analysis/git_notebook_sources/Ssym_ProteinMPNNTesting_V6.ipynb.py.txt	historical_notebook_source_export	52	checkpoint_path	active_or_text	checkpoint = torch.load(checkpoint_path, map_location=device)
colab_notebooks_inventory_analysis/git_notebook_sources/Ssym_ProteinMPNNTesting_V6.ipynb.py.txt	historical_notebook_source_export	979	ProteinMPNN(	active_or_text	class ProteinMPNN(nn.Module):
colab_notebooks_inventory_analysis/git_notebook_sources/Ssym_ProteinMPNNTesting_V6.ipynb.py.txt	historical_notebook_source_export	1370	ProteinMPNN(	active_or_text	mpnn_model = ProteinMPNN(num_letters=21, node_features=hidden_dim, edge_features=hidden_dim, hidden_dim=hidden_dim, num_encoder_layers=num_layers, num_decoder_layers=num_layers, augment_eps=backbone_noise, k_neighbors=checkpoint['num_edges'])
colab_notebooks_inventory_analysis/git_notebook_sources/Ssym_ProteinMPNNTesting_V6_V2.ipynb.py.txt	historical_notebook_source_export	44	weights_path,vanilla_model_weights	active_or_text	"weights_path = os.path.join(protein_mpnn_path,""vanilla_model_weights"")"
colab_notebooks_inventory_analysis/git_notebook_sources/Ssym_ProteinMPNNTesting_V6_V2.ipynb.py.txt	historical_notebook_source_export	45	v_48_020,model_name	active_or_text	"model_name = ""v_48_020"""
colab_notebooks_inventory_analysis/git_notebook_sources/Ssym_ProteinMPNNTesting_V6_V2.ipynb.py.txt	historical_notebook_source_export	46	model_name,checkpoint_path,weights_path	active_or_text	"checkpoint_path = os.path.join(weights_path,model_name+"".pt"")"
colab_notebooks_inventory_analysis/git_notebook_sources/Ssym_ProteinMPNNTesting_V6_V2.ipynb.py.txt	historical_notebook_source_export	50	checkpoint_path	active_or_text	checkpoint = torch.load(checkpoint_path, map_location=device)
colab_notebooks_inventory_analysis/git_notebook_sources/Ssym_ProteinMPNNTesting_V6_V2.ipynb.py.txt	historical_notebook_source_export	980	ProteinMPNN(	active_or_text	class ProteinMPNN(nn.Module):
colab_notebooks_inventory_analysis/git_notebook_sources/Ssym_ProteinMPNNTesting_V6_V2.ipynb.py.txt	historical_notebook_source_export	1372	ProteinMPNN(	active_or_text	mpnn_model = ProteinMPNN(num_letters=21, node_features=hidden_dim, edge_features=hidden_dim, hidden_dim=hidden_dim, num_encoder_layers=num_layers, num_decoder_layers=num_layers, augment_eps=backbone_noise, k_neighbors=checkpoint['num_edges'])
colab_notebooks_inventory_analysis/git_notebook_sources/proteinmpnn_quickdemo.ipynb.py.txt	historical_notebook_source_export	32	protein_mpnn_utils	active_or_text	from protein_mpnn_utils import loss_nll, loss_smoothed, gather_edges, gather_nodes, gather_nodes_t, cat_neighbors_nodes, _scores, _S_to_seq, tied_featurize, parse_PDB
colab_notebooks_inventory_analysis/git_notebook_sources/proteinmpnn_quickdemo.ipynb.py.txt	historical_notebook_source_export	33	protein_mpnn_utils	active_or_text	from protein_mpnn_utils import StructureDataset, StructureDatasetPDB, ProteinMPNN
colab_notebooks_inventory_analysis/git_notebook_sources/proteinmpnn_quickdemo.ipynb.py.txt	historical_notebook_source_export	36	v_48_010	commented	#v_48_010=version with 48 edges 0.10A noise
colab_notebooks_inventory_analysis/git_notebook_sources/proteinmpnn_quickdemo.ipynb.py.txt	historical_notebook_source_export	37	v_48_002,v_48_010,v_48_020,v_48_030,model_name	active_or_text	"model_name = ""v_48_020"" #@param [""v_48_002"", ""v_48_010"", ""v_48_020"", ""v_48_030""]"
colab_notebooks_inventory_analysis/git_notebook_sources/proteinmpnn_quickdemo.ipynb.py.txt	historical_notebook_source_export	42	vanilla_model_weights	active_or_text	path_to_model_weights='/content/ProteinMPNN/vanilla_proteinmpnn/vanilla_model_weights'
colab_notebooks_inventory_analysis/git_notebook_sources/proteinmpnn_quickdemo.ipynb.py.txt	historical_notebook_source_export	48	model_name,checkpoint_path	active_or_text	checkpoint_path = model_folder_path + f'{model_name}.pt'
colab_notebooks_inventory_analysis/git_notebook_sources/proteinmpnn_quickdemo.ipynb.py.txt	historical_notebook_source_export	50	checkpoint_path	active_or_text	checkpoint = torch.load(checkpoint_path, map_location=device)
colab_notebooks_inventory_analysis/git_notebook_sources/proteinmpnn_quickdemo.ipynb.py.txt	historical_notebook_source_export	54	ProteinMPNN(	active_or_text	model = ProteinMPNN(num_letters=21, node_features=hidden_dim, edge_features=hidden_dim, hidden_dim=hidden_dim, num_encoder_layers=num_layers, num_decoder_layers=num_layers, augment_eps=backbone_noise, k_neighbors=checkpoint['num_edges'])
colab_notebooks_inventory_analysis/git_notebook_sources/proteinmpnn_quickdemo.ipynb.py.txt	historical_notebook_source_export	333	model_name	active_or_text	line = '>{}, score={}, fixed_chains={}, designed_chains={}, model_name={}\n{}\n'.format(name_, native_score_print, print_visible_chains, print_masked_chains, model_name, native_seq)
code_inventory_analysis/notebook_sources/drive_nested_proteinmpnn/colab_notebooks/ca_only_quickdemo.ipynb.py.txt	historical_notebook_source_export	35	protein_mpnn_utils	active_or_text	from protein_mpnn_utils import loss_nll, loss_smoothed, gather_edges, gather_nodes, gather_nodes_t, cat_neighbors_nodes, _scores, _S_to_seq, tied_featurize, parse_PDB
code_inventory_analysis/notebook_sources/drive_nested_proteinmpnn/colab_notebooks/ca_only_quickdemo.ipynb.py.txt	historical_notebook_source_export	36	protein_mpnn_utils	active_or_text	from protein_mpnn_utils import StructureDataset, StructureDatasetPDB, ProteinMPNN
code_inventory_analysis/notebook_sources/drive_nested_proteinmpnn/colab_notebooks/ca_only_quickdemo.ipynb.py.txt	historical_notebook_source_export	39	v_48_010	commented	#v_48_010=version with 48 edges 0.10A noise
code_inventory_analysis/notebook_sources/drive_nested_proteinmpnn/colab_notebooks/ca_only_quickdemo.ipynb.py.txt	historical_notebook_source_export	40	v_48_002,v_48_020,model_name	active_or_text	"model_name = ""v_48_002"" #@param [""v_48_002"", ""v_48_020""]"
code_inventory_analysis/notebook_sources/drive_nested_proteinmpnn/colab_notebooks/ca_only_quickdemo.ipynb.py.txt	historical_notebook_source_export	45	ca_model_weights	active_or_text	path_to_model_weights='/content/ProteinMPNN/ca_proteinmpnn/ca_model_weights'
code_inventory_analysis/notebook_sources/drive_nested_proteinmpnn/colab_notebooks/ca_only_quickdemo.ipynb.py.txt	historical_notebook_source_export	51	model_name,checkpoint_path	active_or_text	checkpoint_path = model_folder_path + f'{model_name}.pt'
code_inventory_analysis/notebook_sources/drive_nested_proteinmpnn/colab_notebooks/ca_only_quickdemo.ipynb.py.txt	historical_notebook_source_export	53	checkpoint_path	active_or_text	checkpoint = torch.load(checkpoint_path, map_location=device)
code_inventory_analysis/notebook_sources/drive_nested_proteinmpnn/colab_notebooks/ca_only_quickdemo.ipynb.py.txt	historical_notebook_source_export	57	ProteinMPNN(	active_or_text	model = ProteinMPNN(num_letters=21, node_features=hidden_dim, edge_features=hidden_dim, hidden_dim=hidden_dim, num_encoder_layers=num_layers, num_decoder_layers=num_layers, augment_eps=backbone_noise, k_neighbors=checkpoint['num_edges'])
code_inventory_analysis/notebook_sources/drive_nested_proteinmpnn/colab_notebooks/ca_only_quickdemo.ipynb.py.txt	historical_notebook_source_export	261	model_name	active_or_text	line = '>{}, score={}, fixed_chains={}, designed_chains={}, model_name={}\n{}\n'.format(name_, native_score_print, print_visible_chains, print_masked_chains, model_name, native_seq)
code_inventory_analysis/notebook_sources/drive_nested_proteinmpnn/colab_notebooks/quickdemo.ipynb.py.txt	historical_notebook_source_export	35	protein_mpnn_utils	active_or_text	from protein_mpnn_utils import loss_nll, loss_smoothed, gather_edges, gather_nodes, gather_nodes_t, cat_neighbors_nodes, _scores, _S_to_seq, tied_featurize, parse_PDB
code_inventory_analysis/notebook_sources/drive_nested_proteinmpnn/colab_notebooks/quickdemo.ipynb.py.txt	historical_notebook_source_export	36	protein_mpnn_utils	active_or_text	from protein_mpnn_utils import StructureDataset, StructureDatasetPDB, ProteinMPNN
code_inventory_analysis/notebook_sources/drive_nested_proteinmpnn/colab_notebooks/quickdemo.ipynb.py.txt	historical_notebook_source_export	39	v_48_010	commented	#v_48_010=version with 48 edges 0.10A noise
code_inventory_analysis/notebook_sources/drive_nested_proteinmpnn/colab_notebooks/quickdemo.ipynb.py.txt	historical_notebook_source_export	40	v_48_002,v_48_010,v_48_020,v_48_030,model_name	active_or_text	"model_name = ""v_48_020"" #@param [""v_48_002"", ""v_48_010"", ""v_48_020"", ""v_48_030""]"
code_inventory_analysis/notebook_sources/drive_nested_proteinmpnn/colab_notebooks/quickdemo.ipynb.py.txt	historical_notebook_source_export	45	vanilla_model_weights	active_or_text	path_to_model_weights='/content/ProteinMPNN/vanilla_proteinmpnn/vanilla_model_weights'
code_inventory_analysis/notebook_sources/drive_nested_proteinmpnn/colab_notebooks/quickdemo.ipynb.py.txt	historical_notebook_source_export	51	model_name,checkpoint_path	active_or_text	checkpoint_path = model_folder_path + f'{model_name}.pt'
code_inventory_analysis/notebook_sources/drive_nested_proteinmpnn/colab_notebooks/quickdemo.ipynb.py.txt	historical_notebook_source_export	53	checkpoint_path	active_or_text	checkpoint = torch.load(checkpoint_path, map_location=device)
code_inventory_analysis/notebook_sources/drive_nested_proteinmpnn/colab_notebooks/quickdemo.ipynb.py.txt	historical_notebook_source_export	57	ProteinMPNN(	active_or_text	model = ProteinMPNN(num_letters=21, node_features=hidden_dim, edge_features=hidden_dim, hidden_dim=hidden_dim, num_encoder_layers=num_layers, num_decoder_layers=num_layers, augment_eps=backbone_noise, k_neighbors=checkpoint['num_edges'])
code_inventory_analysis/notebook_sources/drive_nested_proteinmpnn/colab_notebooks/quickdemo.ipynb.py.txt	historical_notebook_source_export	261	model_name	active_or_text	line = '>{}, score={}, fixed_chains={}, designed_chains={}, model_name={}\n{}\n'.format(name_, native_score_print, print_visible_chains, print_masked_chains, model_name, native_seq)
code_inventory_analysis/notebook_sources/drive_nested_proteinmpnn/colab_notebooks/quickdemo_wAF2.ipynb.py.txt	historical_notebook_source_export	41	protein_mpnn_utils	active_or_text	from protein_mpnn_utils import loss_nll, loss_smoothed, gather_edges, gather_nodes, gather_nodes_t, cat_neighbors_nodes, _scores, _S_to_seq, tied_featurize, parse_PDB
code_inventory_analysis/notebook_sources/drive_nested_proteinmpnn/colab_notebooks/quickdemo_wAF2.ipynb.py.txt	historical_notebook_source_export	42	protein_mpnn_utils	active_or_text	from protein_mpnn_utils import StructureDataset, StructureDatasetPDB, ProteinMPNN
code_inventory_analysis/notebook_sources/drive_nested_proteinmpnn/colab_notebooks/quickdemo_wAF2.ipynb.py.txt	historical_notebook_source_export	45	v_48_010	commented	#v_48_010=version with 48 edges 0.10A noise
code_inventory_analysis/notebook_sources/drive_nested_proteinmpnn/colab_notebooks/quickdemo_wAF2.ipynb.py.txt	historical_notebook_source_export	46	v_48_002,v_48_010,v_48_020,v_48_030,model_name	active_or_text	"model_name = ""v_48_020"" #@param [""v_48_002"", ""v_48_010"", ""v_48_020"", ""v_48_030""]"
code_inventory_analysis/notebook_sources/drive_nested_proteinmpnn/colab_notebooks/quickdemo_wAF2.ipynb.py.txt	historical_notebook_source_export	51	vanilla_model_weights	active_or_text	path_to_model_weights='/content/ProteinMPNN/vanilla_proteinmpnn/vanilla_model_weights'
code_inventory_analysis/notebook_sources/drive_nested_proteinmpnn/colab_notebooks/quickdemo_wAF2.ipynb.py.txt	historical_notebook_source_export	57	model_name,checkpoint_path	active_or_text	checkpoint_path = model_folder_path + f'{model_name}.pt'
code_inventory_analysis/notebook_sources/drive_nested_proteinmpnn/colab_notebooks/quickdemo_wAF2.ipynb.py.txt	historical_notebook_source_export	59	checkpoint_path	active_or_text	checkpoint = torch.load(checkpoint_path, map_location=device)
code_inventory_analysis/notebook_sources/drive_nested_proteinmpnn/colab_notebooks/quickdemo_wAF2.ipynb.py.txt	historical_notebook_source_export	63	ProteinMPNN(	active_or_text	model = ProteinMPNN(num_letters=21, node_features=hidden_dim, edge_features=hidden_dim, hidden_dim=hidden_dim, num_encoder_layers=num_layers, num_decoder_layers=num_layers, augment_eps=backbone_noise, k_neighbors=checkpoint['num_edges'])
code_inventory_analysis/notebook_sources/drive_nested_proteinmpnn/colab_notebooks/quickdemo_wAF2.ipynb.py.txt	historical_notebook_source_export	257	model_name	active_or_text	line = '>{}, score={}, fixed_chains={}, designed_chains={}, model_name={}\n{}\n'.format(name_, native_score_print, print_visible_chains, print_masked_chains, model_name, native_seq)
