2022-09-08 21:31:59.7730000000	140841	V1_CEM.docx
2022-09-10 07:16:03.2610000000	25437	Neighbor_Message_Norm_Ratio_Logic.png
2022-09-10 07:16:07.2280000000	25006	Neighbor_Embedding_Change_Norm_Logic.png
2022-09-13 01:25:23.3520000000	40341	S_921_Feature_Combinations.png
2022-09-15 01:55:47.2980000000	75945	System_Schematic.png
2022-09-15 02:11:20.8680000000	88675	Vector_Extraction_Schematic.png
2022-09-16 02:37:30.7960000000	1531541	V1_PDF.pdf
2022-09-21 01:13:44.9460000000	475656	V1.docx
2022-09-21 06:03:05.2040000000	1641437	SA_9_20_2022.pdf
2022-09-21 07:07:45.6400000000	559315	SA_9_20_2022.docx
2022-09-22 00:27:25.4630000000	559255	SA_9_20_2022_Equation_Update_Attempt.docx
2022-09-22 03:58:39.4670000000	562888	SA_9_21_2022.docx
2022-09-22 03:58:40.4150000000	1647051	SA_9_21_2022.pdf
2022-09-23 21:28:11.3620000000	1725572	SA_9_20_2022_CEM.pdf
2022-09-26 19:37:44.2630000000	1636919	SA_9_23_2022_CEM.pdf
2022-09-26 21:23:45.4190000000	82272	System_Diagram_One.png
2022-09-26 21:25:41.5830000000	88575	System_Diagram_Two.png
2022-09-26 23:13:24.4730000000	566732	SA_9_23_2022_CEM.docx
2022-09-26 23:15:38.2640000000	1611625	SA_CEM_9_26_2022.pdf
2022-09-27 04:19:05.5260000000	568029	SA_CEM_9_26_2022.docx
2022-09-29 00:39:51.6860000000	577953	SA_CEM_9_26_2022_MJ.docx
2022-10-08 00:18:19.2570000000	102744	Soul_Wrenching_Physics/Configuration_Space_3D_Example.PNG
2022-10-08 00:24:23.8390000000	137023	Soul_Wrenching_Physics/Rigid_Body_Space_3D_Example.PNG
2022-10-08 04:10:58.8460000000	75379	Soul_Wrenching_Physics/Many_Particles_MOMENTUM.PNG
2022-10-08 04:11:44.1060000000	90510	Soul_Wrenching_Physics/Single_Particle_MOMENTUM.PNG
2022-10-12 00:10:59.5450000000	183178	Soul_Wrenching_Physics/Planck_Constant.PNG
2022-10-14 22:46:48.2330000000	18379	Soul_Wrenching_Physics/VFPt_charges_plus_minus_thumb.svg
2022-10-15 02:47:46.9170000000	12373	Soul_Wrenching_Physics/Lorentz_force_particle.svg
2022-10-15 04:10:59.5160000000	126103	Soul_Wrenching_Physics/Reciprocal_Lattice.PNG
2022-10-17 01:16:12.1820000000	689	Soul_Wrenching_Physics/CuttingABarMagnet.svg
2022-10-17 01:53:50.6920000000	2702	Soul_Wrenching_Physics/Bohr_atom_model.svg
2022-10-17 21:09:31.5990000000	191042	Soul_Wrenching_Physics/Electromagnetic_Wave_Frequency_Wavelength_Energy.PNG
2022-10-17 21:56:02.4240000000	48217	Full_Feature_Set_PairWise_Correlation.png
2022-10-17 21:56:06.1950000000	44459	Feature-Feature_Correlation.png
2022-10-17 21:56:08.9900000000	53197	CN_NR_Encoding_Comparison.png
2022-10-18 02:39:17.9870000000	90807	Soul_Wrenching_Physics/Line_Integral.PNG
2022-10-19 01:34:05.1260000000	48891	Feature_Combinations_MultiPlot.png
2022-10-28 00:24:51.3940000000	2684908	some_soul_wrenching_physics.docx
2022-10-29 02:30:39.6230000000	15311	ELI_CFTR/RE_Max_Normalized_Entropy.png
2022-11-20 06:50:18.0720000000	540287	SA_CEM_9_26_2022_MJ_Issue_Adressing.docx
